brand_name,p_category,p_id,p_num_reviews,p_price,p_star,product,r_eyecolor,r_haircolor,r_review,r_skinconcerns,r_skintone,r_skintype,r_star,reviewer
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,green,brunette,"Wow. Best skincare I have purchased to date. My pores are almost gone, my texture is minimizing, and my acne scars have started to lighten. I’m honestly so floored by how well this works.",acne,light,dry,5,
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,green,blonde,"This product is honestly fantastic for the price point. Like another reviewer said, the smell and the tackiness can be off putting to some people. That said, this stuff really works to gently exfoliate and get rid of unwanted texture on the skin. I personally just spritz a little of my rose floral toner from Fresh after applying this one to eliminate the smell (which actually doesn't last too long on the skin anyways) and the stickiness while also sealing in moisture. I work in skincare at Sephora and heard such amazing things about The Ordinary. Needless to say, I'm glad I tried it out myself! Will most definitely be buying more and recommending my clients to try as well.",aging,fair,combination,5,Yuinachan
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,blonde,"The absolute best/most bang for your buck toner out there. I truly noticed overall clarity and radiance in my skin after about a week of either am and pm or only pm use. I will never stop using this!! I first heard about this product from WG, I’ve learned to always trust him haha",acne,medium,oily,5,kelso820
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,"This is a decent toner, and gives some gentle chemical exfoliation without irritation, but it's very sticky on me. It never seems to settle all the way into my skin and leaves this really tacky finish. It goes away after you apply other products, but the stickiness really bothers me.",dullness,light,normal,4,sincle
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,,,"Price: 10/10
Product Effectiveness: 9/10 
Packaging: 6/10

Lots of people compare this as a dupe to the Pixi glow tonic, i would agree with that but i think that the Pixi is gentler and better for daily use.

This toner has good strength and exfoliates nicely so it can be used 2-3 times a week and still have results
The bottle dispenses way too much product to use as directed for daily use and will cause irritation and over exfoliation (even after my skin has been used to acids) , transfer the product to an empty misting bottle and the product becomes much more gentle on the skin and more comparable to the pixi one, just a gentle daily exfoliating toner to brighten skin tone
Only 4 stars because of the bottle. I purchased this product from the Deciem website but decided to review it here
Also great for use on the body!",,,,4,Vanchetta
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,brunette,I NEVER write reviews but this product is absolutely amazing!!!! I’m in my 30’s and I started using this at night with their Natural Moisturizer   HA afterward and my skin has never been so beautiful! I used to use the ENTIRE Drunk Elephant line which drained my pockets!!!!! This is by FAR better than DE!!! Don’t waste your money anymore!!! This price point is amazing and honestly every product I’ve bought from The Original line has done exactly what it states to do!!!!,aging,medium,dry,5,AleciaJaxx
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,Bought this product the day it was released. Never heard of it but as a skin care junkie I had to try it. This toner combined with The Ordinary Vitamin C Suspension 30% had significantly lightens my hyper-pigmentation and made my complexion brighter!,aging,olive,combination,5,snkittle
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,"I used to have a lot of closed comedones on my cheeks and after using this they're all gone! I use it every night without irritation or dryness and I wake with smooth, healthy skin.",acne,olive,combination,5,lucialorena2
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,"Really excited to try The Ordinary products and decided to order the the Glycolic Acid Toning Solution as my first test. After a couple of days I’ve noticed that I am starting to breakout on the forehead and temples.  Being in my 40’s, I rarely breakout and I’ve read some reviews that people are breaking out.  After doing some research it seems that if you use products that have glycolic acid the skin is most likely purging it speeds up skin turnover.  This so called “adjustment period” takes approximately 4 weeks which is how long your skin renews but if you don’t see any improvement by 6-8 weeks maybe this isn’t the product for you.  Not everyone will experience this, lucky buggers.  I will wait it out because I think it will sort itself out and in the a.m. I like how bright my skin looks less the little red blemishes and my pores are looking a little smaller.",acne,light,combination,4,Splow74
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,auburn,"LOVE, LOVE, LOVE - Cannot beat this for the price. I added this toning solution to my skin care routine and have noticed a great improvement in my skin's texture and luminosity. My skin feels like it did 20 years ago. I love it so much.",aging,medium,normal,5,sdb5030
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,"Very nice introduction to glycolic acid if you haven’t tried it. If you like Pixi Glow Tonic, try this one out!!",acne,fair,oily,5,akirkendol
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,"This is a holy grail product.  Use it in the evening after double cleansing and all it takes is a few drops on a cotton pad to make a big difference.  My skin is more even, with less acne and a smoother texture.  The key with acids is to moisturize, moisturize, and moisturize!  Make sure you use an essense, a hydrating mist, etc., and especially sunscreen!  The Ordinary just can't be beat with their prices and products that deliver.",acne,olive,combination,5,ZimZum1999
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,blonde,"Amazing, I love acids and toners, this is great to remove dead skin and to gently exfoliate, the price of this product is almost a joke, it’s soooo worth it. I use it on my neck, chest, shoulders and back as well. I haven’t had any pimples since I started using this in conjunction with the aha 10% serum from the Ordinary, which is a miracle, especially during the time of the month. I even forgot to remove my makeup 2 times before bed during the holidays and I think this Saved me. Usually falling asleep before I remove my makeup ruins my skin for a least a week. I have sensitive skin and this does not make my skin burn or react. My pores look better. The packaging is so nice as well, very simplistic yet doesn’t look cheap and you don’t waste product because the cap is perfectly designed. On top of it, a Canadian brand, what else can I love more about this brand.",acne,light,combination,5,elie936
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,I've used expensive peels by Dennis gross that work just as well as this toner! This product is also similar to the pixi glow tonic but so much cheaper. You might feel a tingle and there's an odd smell but it doesn't linger. It leaves your skin slightly tacky but you can layer other skincare on top. I've been using this with the Ordinary Salicylic Acid(almost 2 wks) and my skin has gotten much smoother and is less congested. I cannot recommend this product enough!,,light,combination,5,lowrainw
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,"Just started using it, but I really like it. Light exfoliation.",acne,dark,normal,5,kimberxo
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,I’ve been using this toner for so long and it really helped my skin look a million times better! I’m so glad Sephora carries it now! 10/10 will buy and recommend to everyone!,dullness,fair,combination,5,pop1tart
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,blonde,I always purchased high end glycolic toners that cost me a fortune. THIS IS SO GOOD. The best I've used. Not a massive fan of the smell but it doesn't linger at all. I love the tingly feeling and how smooth my skin feels the next morning. I only use this at night. It's significantly cleared up my acne and acne scarring. Very happy with this purchase :),acne,fair,combination,5,laurscall
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,blonde,"been using for a month now, this liquid clears my skin. TIP: allow skin to absorbed the solution before applying cream.",,light,combination,5,julitoo
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,brunette,"I’ve been using this brand for over a year now, most specifically this product, it tones, clears my acne, and your skin feels clean and tight after. My fave toner, and the price is amazing!!",acne,light,oily,5,SexyJord
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,"I rarely write reviews but I will to vouch for this brand. I have this along with a 5% retinol, the lactic acid, hylamide HF cleanser, ordinary primary, HA moisturizer and probably some more. For this particular product, it has evened out my skin tone and texture and it makes it so soft, and you get a pretty large amount. You just have to make sure you don’t use it with any vit A or too many other acids",acne,olive,combination,5,cicatrix
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,blonde,Using this as directed was way too much for my skin. I broke out terribly (some would say purging) and had to stop after a weeks use. I actually went and got a facial several days after I stopped using this because my skin was so bad and I needed professional help. My aesthetician was shocked when I told her this product recommended nightly usage. I’ve used glycolic/salicylic/lactic acids before but proceed with caution if you’re going to use as directed....,aging,fair,normal,2,laur0927
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,"really like it! there's a slight tingle when you apply it and i wouldn't recommend to apply right after exfoliation because it can burn slightly. i like that you get a lot of product for the price, it's a good value. the toner does have a slight chemical smell but goes away after it dries on the face.",acne,olive,oily,4,AlyssaMH23
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,green,brunette,"I couldn't believe my eyes when I received this and the size, it's amazing! I ordered 6 items at first, tried all, loved. Then went back and ordered 8 more, so 14 of the 18 stocked by Sephora! Why in the world does Sephora not carry the full line of The Ordinary and also some other brands...Hylamide, NIOD, The Chemistry Brand, STEMM, Fountain, HIF, Ab Crew and ESHO is beyond me!!! Sephora, pick all of these lines up in their full lines, please!!! I literally want everything they make after only two days of using.",acne,medium,oily,5,lucas538
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,blonde,"Excellent at smoothing texture on my face. Even after a week, my face feels very smooth. It definitely tingles and has a slight bit of irritation but nothing major. Would recommend sensitive skin friends to  get a sample first.",acne,light,dry,5,mummystired
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,gray,auburn,"I bought this from The Ordinary website before it came to Sephora and I love it. I use it after a makeup removing wipe, it picks up any makeup that was missed and makes skin clean and nice. It tingles a little, that's the glycolic acid and makes me feel like it's working. It's a great price point for a toner and when it comes back in stock I'll definitely rebuy! I didn't necessarily love the other The Ordinary products I've bought, but I'm excited I can buy from Sephora with flash shipping because I didn't want to pay shipping from the other site!",,fair,combination,5,lizzyinthehizzy
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,"Can’t beat it for the price. I have used the pixi glow tonic for a long time and I do love it but it gets pricey after a while. The amount you get for the price of this product is awesome. It doesn’t have the more soothing ingredients in it that the pixi glow tonic does, so I find that it can irritate the skin the first time you use it. If you have sensitive or reactive skin, I’d skip this.",aging,tan,combination,5,KL12
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,LOVE this! I had mild adult acne. Some hormonal breakouts and some cystic break outs. This stuff really has helped. I don’t have many break outs at all since I started to use this nightly after cleansing and before serums and moisturizer. My skin is much softer as well. Just be sure to not skip on the sunscreen if you’re using this. HIGHLY recommend! I liked it better than the Pixy brand version and it’s much cheaper.,blackheads,light,combination,5,Pattybot
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,blonde,I’ve been using this for about 6 months now and it’s a wonderful product. I bought through Deciem but the shipping takes much longer from Canada!  I use this as a micellar water also. I hope you all start carrying the rest of Deciems products!,aging,medium,dry,5,orthopedrn
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,blonde,"This is one of the best skincare products I have used.  I have very sensitive skin, but I have been applying Korres Greek yogurt moisturizer after this toner and I’m seeing results without completely drying out my skin.  Not surprised this is already sold out.  This is a product I see myself using for the rest of my life",acne,fair,combination,5,BabyBlueGal
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,This is a great full strength glycolic toner which is why I love it. You get that tingle feeling and after a few days of use a glow. Your skin looks tighter and pores are tighter. I love using this at night to remove dead skin and allow my serums to penetrate into my skin. Great value. If your new to glycolic acid use it slowly to build tolerance.,aging,tan,combination,5,tammennya
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,blonde,"This toner is amazing! I've only been using it for about a week but can already tell my skin looks healthier, less dull and more clear. The product is huge too (8 oz) and the price is unbeatable. Would highly recommend!",acne,light,dry,5,mkbarnes
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,"This is my first foray into acids, and consider me converted. This toner took some getting used to, and a little bit on a cotton round goes a LONG way, but once my skin was comfortable with it, it's become my favorite part of my nighttime routine. I wouldn't spend all day smelling this, but it dries quickly and the smell fades.",dullness,tan,combination,5,WinterNewbie
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,blonde,This product ruined my skin.  It’s SO harsh and drying and broke me out like never before.  I used to have nice skin and now I’m full of bumps around my chin and jaw line.  You really do get what you pay for..,acne,medium,oily,1,Laurin07
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,"I have oily, acne prone skin, open pores. Been using it for 3 weeks now at night time,  no changes in my skin at all, not even a little. like i was putting water on my face, not effective.",acne,light,oily,1,nezzy06
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,Love love love amazing product at such a great price. My skin is my brighter and feels a lot healthier. I use it every night! Definitely recommend buying this and stocking up as soon as they’re available. They tend to sell out quit & now I know why!,darkCircles,dark,oily,4,lmanda
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,auburn,This is life this product and will get it again. I use it night time only and love it. You can’t beat the price on this and it works great,aging,dark,normal,5,mzchan
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,blonde,"I tried using this product for just over a month and didn't notice it helping to brighten or even my skin tone, but it did leave me with terrible breakouts that deeply scared. I originally thought this might be purging, but it was lasting too long for it to be that. after stopping using it my breakouts stopped right away, but now I'm battling to get rid of those scars.",unevenSkinTones,porcelain,combination,1,whiteblondegirl
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,gray,"This has been Part of my nightly routine for a few months now & I wake up with less textured, more glowing skin. So happy to be able to earn points with Sephora now!",acne,olive,dry,5,monalishh
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,"I wanted to give this toner a shot since it had a lot of good reviews, but I ended up messing up. It clearly says "" USE ONLY AT NIGHT"" and to not use too much, but I had completely forgot since I'm used to using toners night and day. On top of that I poured too much out the morning I mistakenly used it. I gave it a break for a bit and tried to work it back into my night routine, but it ended up making me break out again. At this point I'm pretty sure my skin is too sensitive for it so I ended up returning it...it's just not for me!",unevenSkinTones,medium,combination,1,ikvira
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,"Did notice it brighten my complexion slightly, but omg it’s SO DRYING. I could only use it every once in a while and it left my skin feeling stripped every time so it just wasn’t worth it. Into the garbage it went.",acne,light,normal,2,samesandy
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,blonde,I cannot believe what a fantastic product this is at such an affordable price... I’ll save you the lengthy review and just say BUY IT!,acne,medium,oily,5,Lindsay3159
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,This toning solution is very gentle yet super effective! I feel a difference already! I only use it at night then I use The Buffet Serum after,acne,olive,combination,5,GingerIsabel
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,Made my skin amazing,acne,tan,combination,5,shamsyshams
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,I love this toning solution... light exfoliator.. It’s amazing so I ordered 4,pores,olive,combination,5,BeautyJunkie45
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,blonde,"I have oily/combo sensitive skin and this toner DOESN'T make my skin red, blotchy, irritated or dry. I will repurchase!",aging,light,combination,5,jo21
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,it's only been 3 days and i'm already in love! this is definitely worth the try. now a major staple in my facial routine.,acne,deep,combination,5,youngali
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,red,This toner is amazing! Such a difference in just a week and a half! I can’t wait to use this long term and see the benefits! I haven’t had any new blemishes using this every evening and some of their other products during the AM and PM times as well! I’m so happy with how well this stuff works with my skin.,acne,medium,oily,5,carlagomes
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,Feels great on my skin and has improved my texture already. I recommend the whole line. The caffeine under eye is awesome.,darkCircles,medium,normal,5,AmandaSasso
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,green,blonde,Leaves the face slightly sticky but after you apply your moisturizer it goes away,acne,fair,combination,5,Anitaskincare
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,This toner is the best!! I don't know if it will feel the best on dry skin but for us oily gals is so good.,darkCircles,olive,oily,5,angelD07
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,One of the best Toners out there. Love love love this product and I would definitely recommend it. I have oily/sensitive skin and works great. No irritation after a weeks use am and pm.,acne,deep,oily,5,monroe8
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,blonde,"I just started trying this a few days ago and can already see the difference it's making in the texture of my skin, It makes my skin look and feel so soft the day after using this. I also love how affordable this is! Definitely worth trying!",acne,fair,combination,5,Kashmir16
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,This is a fantastic toner! If your new to the skin care game go slow because you may feel a bit of a stinging sensation but not to worry it’s working. I use this in the am and pm and it has help skin cells turnover and my skin looks so clear and has unclogged my pores! If you are new as I mentioned use it once ever other day just to get your skin use to it. Believe me once you incorporate this into your routine you’ll see the difference it makes! Great value for a great product!,acne,medium,combination,5,Anabelle26
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,blonde,"*I’m someone that’s been using makeup to cover problem skin instead of focusing on the skin itself. Im starting my skincare journey now!* This was purchased in combination with The Ordinary’s Vitamin C Suspension 23% + HA Spheres 2%. I used this on a cotton round after using my usual face wash, Cetaphil for Oily Skin, then the Vit C and finishing with my usual moisturizer. My skin felt smoother instantly! No stinging or redness with my sensitive skin! I will repurchase and the second more products come back in stock, I’m grabbing them!!",acne,fair,combination,5,ChrissyChurch
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,green,blonde,I have sensitive skin but can tolerate this. Skin looks pretty amazing in the AM.,,porcelain,combination,5,CCVORN
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,green,brunette,"Love this toner! Exfoliating and super hydrating. I have dry to normal skin with low sensitivity.
If your face is too sensitive for it, it works great on elbows and knees.",aging,fair,dry,5,alirozayy
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,hazel,brunette,Effective and affordable- only regret is not trying it sooner.,acne,light,combination,5,beautyamoureuse
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,"An affordable glycolic toner that I can visibly see a difference with over night. Just bought my second bottle (though it lasts forever). I haven't tried the Pixi Glow Tonic, but I've heard that this one is even better and for half the price, you can't beat it! Though I will warn you, it is strong so don't use it every day unless your skin is used to it; it is an acid after all.",,light,combination,5,ginnn
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,black,I notice my pores are smaller and no irritation so that's a plus! Slight tingling but it does not bother me :),,tan,combination,5,Cali310
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,"I really love this toner. As someone who struggles immensely trying to find a good toner that doesn't irritate my skin or break me out, this toner quickly became a favorite of mine. It works almost instantly in getting rid of clogged pores and little white/blackheads. It also doesn't burn or dry your skin out which is something I hate about most toners. One day, I even took my makeup off after a long day, put this on, took a short nap, and woke up to beautiful skin! It's really an amazing product, even for my fellow sensitive skin people!",blackheads,fair,combination,5,Kohedges
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,hazel,blonde,Great product. Definitely makes skin feel very smooth.,acne,light,combination,4,riler
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,hazel,brunette,"It’s gentle! I was worried as I’ve used glycolic toners before that irritated my skin for weeks! All I felt was a subtle tingle after application and it went away after applying a serum and face cream! So far so good, pleased with this product!",aging,porcelain,normal,5,PrismMakeupLady
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,brunette,"this product is amazing. Its gentle enough for daily use but it makes a huge difference. I have noticed that the tone of my skin has become more uniform, the redness has virtually gone away, and the scarring on my face is clearing up way faster than expected. it smells weird but I don't care. It works. I don't suffer from acne, but my skin is pretty dull and the redness annoys me. This is making my skin look super after I take my makeup off... I used to swipe makeup off and go ""oh yeah here's my real skin... red and weird"" now I can barely tell the difference. I am stocking up... It's everything I could have ever hoped for.",blackheads,medium,combination,5,njohnston
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,brunette,"Unbelievably amazing. Clears pores, evens texture, and prevents breakouts.",aging,light,combination,5,treeadvice00
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,"Love love love. I’ve been using every night for 2 weeks, and my face is clearing up, and my skin has never been smoother. I’ve been pairing it once a day with the 2% salicylic acid suspension, and I’m loving it. I look forward to my skin being more clear after continued regular use! 10/10 would recommend. No stinging for me!",acne,light,combination,5,scomstock
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,green,brunette,Everyone should have this product. Works wonders!!!,,light,normal,5,jlhabinka
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,blue,blonde,"I absolutely love this! It leaves my skin feeling super clean without drying it out. Especially for this price, so worth it!!",acne,light,combination,5,xclaudiaa
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,Not only does it exfoliate but it also remove every last bit of make up from my skin!,acne,tan,combination,5,AA27VIB
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,brown,brunette,Ive had hypertrophic acne scars on my forehead for as long as I can remember and this is the ONLY product that has helped diminish them after years of experimentation,acne,fair,normal,5,spicyclam
The Ordinary,Skincare,P427406,117,$8.70,4.7436,Glycolic Acid 7% Toning Solution,hazel,brunette,I have been using this at night for a couple of months now and love it!  My skin is super sensitive but it loves this stuff!  I apply to dry clean skin and finish with a few layers of a hydrating essence and then The Ordinary’s Buffet.  Skin is plumped and flawless in the AM,aging,light,combination,5,cjones121
